timestamp,voltaje
2025-09-04 17:31:39,2.701
2025-09-04 17:31:39,2.693
2025-09-04 17:31:39,2.437
2025-09-04 17:31:39,2.574
2025-09-04 17:31:39,2.731
2025-09-04 17:31:39,2.487
2025-09-04 17:31:39,2.482
2025-09-04 17:31:39,2.738
2025-09-04 17:31:39,2.619
2025-09-04 17:31:39,2.439
2025-09-04 17:31:39,2.685
2025-09-04 17:31:39,2.714
2025-09-04 17:31:39,2.442
2025-09-04 17:31:39,2.528
2025-09-04 17:31:39,2.738
2025-09-04 17:31:39,2.554
2025-09-04 17:31:39,2.453
2025-09-04 17:31:39,2.723
2025-09-04 17:31:39,2.680
2025-09-04 17:31:39,2.435
2025-09-04 17:31:39,2.590
2025-09-04 17:31:39,2.732
2025-09-04 17:31:39,2.493
2025-09-04 17:31:39,2.464
2025-09-04 17:31:39,2.734
2025-09-04 17:31:39,2.628
2025-09-04 17:31:39,2.439
2025-09-04 17:31:39,2.655
2025-09-04 17:31:39,2.723
2025-09-04 17:31:39,2.454
2025-09-04 17:31:39,2.500
2025-09-04 17:31:39,2.740
2025-09-04 17:31:39,2.564
2025-09-04 17:31:39,2.451
2025-09-04 17:31:39,2.728
2025-09-04 17:31:39,2.656
2025-09-04 17:31:39,2.439
2025-09-04 17:31:39,2.678
2025-09-04 17:31:40,2.709
2025-09-04 17:31:40,2.438
2025-09-04 17:31:40,2.586
2025-09-04 17:31:40,2.732
2025-09-04 17:31:40,2.468
2025-09-04 17:31:40,2.502
2025-09-04 17:31:40,2.740
2025-09-04 17:31:40,2.544
2025-09-04 17:31:40,2.456
2025-09-04 17:31:40,2.734
2025-09-04 17:31:40,2.637
2025-09-04 17:31:40,2.441
2025-09-04 17:31:40,2.688
2025-09-04 17:31:40,2.705
2025-09-04 17:31:40,2.437
2025-09-04 17:31:40,2.597
2025-09-04 17:31:40,2.730
2025-09-04 17:31:40,2.462
2025-09-04 17:31:40,2.508
2025-09-04 17:31:40,2.740
2025-09-04 17:31:40,2.537
2025-09-04 17:31:40,2.457
2025-09-04 17:31:40,2.735
2025-09-04 17:31:40,2.632
2025-09-04 17:31:40,2.441
2025-09-04 17:31:40,2.691
2025-09-04 17:31:40,2.701
2025-09-04 17:31:40,2.437
2025-09-04 17:31:40,2.604
2025-09-04 17:31:40,2.729
2025-09-04 17:31:40,2.457
2025-09-04 17:31:40,2.517
2025-09-04 17:31:40,2.739
2025-09-04 17:31:40,2.523
2025-09-04 17:31:40,2.461
2025-09-04 17:31:40,2.737
2025-09-04 17:31:40,2.622
2025-09-04 17:31:40,2.442
2025-09-04 17:31:40,2.709
2025-09-04 17:31:40,2.683
2025-09-04 17:31:40,2.436
2025-09-04 17:31:40,2.639
2025-09-04 17:31:40,2.723
2025-09-04 17:31:40,2.445
2025-09-04 17:31:40,2.544
2025-09-04 17:31:40,2.736
2025-09-04 17:31:40,2.496
2025-09-04 17:31:40,2.475
2025-09-04 17:31:40,2.740
2025-09-04 17:31:40,2.588
2025-09-04 17:31:40,2.446
2025-09-04 17:31:40,2.718
2025-09-04 17:31:40,2.674
2025-09-04 17:31:40,2.437
2025-09-04 17:31:40,2.647
2025-09-04 17:31:40,2.720
2025-09-04 17:31:40,2.441
2025-09-04 17:31:40,2.555
2025-09-04 17:31:40,2.735
2025-09-04 17:31:40,2.485
2025-09-04 17:31:40,2.482
2025-09-04 17:31:40,2.740
2025-09-04 17:31:40,2.572
2025-09-04 17:31:40,2.449
2025-09-04 17:31:40,2.723
2025-09-04 17:31:40,2.663
2025-09-04 17:31:40,2.437
2025-09-04 17:31:40,2.660
2025-09-04 17:31:40,2.717
2025-09-04 17:31:40,2.440
2025-09-04 17:31:40,2.564
2025-09-04 17:31:40,2.734
2025-09-04 17:31:40,2.479
2025-09-04 17:31:40,2.501
2025-09-04 17:31:40,2.739
2025-09-04 17:31:40,2.540
2025-09-04 17:31:40,2.455
2025-09-04 17:31:40,2.733
2025-09-04 17:31:40,2.634
2025-09-04 17:31:40,2.440
2025-09-04 17:31:40,2.687
2025-09-04 17:31:40,2.703
2025-09-04 17:31:40,2.436
2025-09-04 17:31:40,2.595
